0.000000 12.000000
0.010000 12.000000
0.020000 12.000000
0.030000 12.000000
0.040000 12.000000
0.050000 12.000000
0.060000 12.000000
0.070000 12.000000
0.080000 12.000000
0.090000 12.000000
0.100000 12.000000
0.110000 12.000000
0.120000 12.000000
0.130000 12.000000
0.140000 12.000000
0.150000 12.000000
0.160000 12.000000
0.170000 12.000000
0.180000 12.000000
0.190000 12.000000
0.200000 12.000000
0.210000 12.000000
0.220000 12.000000
0.230000 12.000000
0.240000 12.000000
0.250000 12.000000
0.260000 12.000000
0.270000 12.000000
0.280000 12.000000
0.290000 12.000000
0.300000 12.000000
0.310000 12.000000
0.320000 12.000000
0.330000 12.000000
0.340000 12.000000
0.350000 12.000000
0.360000 12.000000
0.370000 12.000000
0.380000 12.000000
0.390000 12.000000
0.400000 12.000000
0.410000 12.000000
0.420000 12.000000
0.430000 12.000000
0.440000 12.000000
0.450000 12.000000
0.460000 12.000000
0.470000 12.000000
0.480000 12.000000
0.490000 12.000000
0.500000 12.000000
0.510000 12.000000
0.520000 12.000000
0.530000 12.000000
0.540000 12.000000
0.550000 12.000000
0.560000 12.000000
0.570000 12.000000
0.580000 12.000000
0.590000 12.000000
0.600000 12.000000
0.610000 12.000000
0.620000 12.000000
0.630000 12.000000
0.640000 12.000000
0.650000 12.000000
0.660000 12.000000
0.670000 12.000000
0.680000 12.000000
0.690000 12.000000
0.700000 12.000000
0.710000 12.000000
0.720000 12.000000
0.730000 12.000000
0.740000 12.000000
0.750000 12.000000
0.760000 12.000000
0.770000 12.000000
0.780000 12.000000
0.790000 12.000000
0.800000 12.000000
0.810000 12.000000
0.820000 12.000000
0.830000 12.000000
0.840000 12.000000
0.850000 12.000000
0.860000 12.000000
0.870000 12.000000
0.880000 12.000000
0.890000 12.000000
0.900000 12.000000
0.910000 12.000000
0.920000 12.000000
0.930000 12.000000
0.940000 12.000000
0.950000 12.000000
0.960000 12.000000
0.970000 12.000000
0.980000 12.000000
0.990000 12.000000
